# E_beam (MeV) |  theta (deg) |Q^{2} (GeV)^{2} |           GE |      GE_stat |      GE_syst |
           2143         0.7075         0.0007        0.99715        0.00073        0.00131
           2143          0.723       0.000731         0.9984        0.00073        0.00133
           2143         0.7395       0.000765        0.99844        0.00072        0.00127
           2143          0.757       0.000801        0.99789        0.00072        0.00119
           2143         0.7755       0.000841        0.99617        0.00073        0.00124
           2143         0.7955       0.000885        0.99885        0.00073        0.00126
           2143          0.817       0.000934        0.99693        0.00074        0.00129
           2143           0.84       0.000987        0.99657        0.00074        0.00133
           2143         0.8655       0.001048        0.99684        0.00073        0.00123
           2143         0.8935       0.001116        0.99653        0.00074        0.00123
           2143          0.924       0.001194        0.99686        0.00074        0.00126
           2143         0.9575       0.001282        0.99454        0.00073        0.00127
           2143         0.9945       0.001383        0.99441        0.00072        0.00135
           2143         1.0355       0.001499        0.99573        0.00072        0.00122
           2143          1.081       0.001634        0.99464        0.00072        0.00125
           2143          1.131       0.001789        0.99471        0.00071        0.00142
           2143          1.184        0.00196        0.99597        0.00071        0.00136
           2143         1.2405       0.002152          0.994        0.00069         0.0013
           2143          1.304       0.002377        0.99299        0.00069        0.00136
           2143         1.3775       0.002653        0.99175        0.00069        0.00141
           2143         1.4655       0.003002        0.99152        0.00067        0.00128
           2143          1.574       0.003463        0.98992        0.00066        0.00143
           2143         1.7105       0.004089        0.98881        0.00061        0.00142
           2143         1.8935       0.005009         0.9857        0.00059        0.00141
           2143         2.1065       0.006197          0.983        0.00068        0.00149
           2143         2.3525       0.007726        0.97688        0.00071        0.00155
           2143          2.642       0.009739        0.97298        0.00082        0.00155
           2143          2.942       0.012069        0.96599        0.00098        0.00141
           2143          3.242       0.014646        0.95585        0.00112        0.00146
           2143          3.542       0.017469        0.94881        0.00133        0.00165
           2143          3.842       0.020537         0.9427        0.00152        0.00217
           2143          4.142       0.023848        0.93835        0.00169        0.00211
           2143          4.442       0.027401        0.92141        0.00184        0.00248
           2143          4.742       0.031196        0.91766          0.002        0.00302
           2143          5.046       0.035285        0.90331        0.00219        0.00319
           2143            5.4       0.040354        0.89625         0.0025         0.0039
           2143            5.8       0.046477        0.88026        0.00362        0.00479
           2143            6.5       0.058188        0.85109        0.00377        0.00547
