# E_beam (MeV) |  theta (deg) |Q^{2} (GeV)^{2} |           GE |      GE_stat |      GE_syst |
           1101         0.7625       0.000215        0.99779        0.00098        0.00253
           1101         0.7875       0.000229         1.0005        0.00103        0.00252
           1101         0.8125       0.000244         1.0004         0.0011        0.00244
           1101         0.8375       0.000259        0.99895        0.00117         0.0026
           1101         0.8625       0.000275         1.0007        0.00125        0.00222
           1101         0.8875       0.000291         1.0004        0.00131        0.00228
           1101           0.92       0.000312        0.99825        0.00111        0.00236
           1101         0.9575       0.000338        0.99783        0.00124        0.00258
           1101         0.9945       0.000365        0.99942        0.00122        0.00211
           1101         1.0355       0.000396        0.99846        0.00119        0.00265
           1101          1.081       0.000431        0.99821        0.00117        0.00273
           1101          1.131       0.000472        0.99886        0.00115         0.0022
           1101          1.184       0.000517         0.9967        0.00111        0.00201
           1101         1.2405       0.000568         1.0007        0.00106        0.00204
           1101          1.304       0.000628        0.99686        0.00102        0.00198
           1101         1.3775         0.0007        0.99743        0.00101        0.00198
           1101         1.4655       0.000793        0.99817        0.00101        0.00189
           1101          1.574       0.000914        0.99724        0.00101        0.00179
           1101         1.7105        0.00108        0.99769          0.001        0.00197
           1101         1.8935       0.001323        0.99609        0.00095        0.00166
           1101         2.1065       0.001637        0.99374        0.00106        0.00175
           1101         2.3525       0.002041        0.99544        0.00105        0.00196
           1101          2.642       0.002574        0.99272        0.00117        0.00174
           1101          2.942        0.00319        0.99181        0.00137        0.00192
           1101          3.242       0.003873        0.98816        0.00152        0.00205
           1101          3.542       0.004621         0.9868        0.00179        0.00196
           1101          3.842       0.005434        0.98057        0.00202        0.00188
           1101          4.142       0.006313        0.98012        0.00223        0.00261
           1101          4.442       0.007257        0.97768        0.00241        0.00175
           1101          4.742       0.008265        0.97819        0.00259        0.00225
           1101          5.046       0.009353        0.96965        0.00283        0.00243
           1101            5.6       0.011506        0.96934        0.00262        0.00188
           1101            6.5       0.015468        0.95565         0.0048         0.0025
